ID,name,address,city,zipcode,latitude,longitude,review_count,rating,zomato_id,yelp_id
b1,Katz's Delicatessen,205 East Houston Street$*$ New York$*$ NY 10002,New York City,10002,40.72232778,-73.98735,4292,4.9,16769546,0
b2,Lombardi's Pizza,32 Spring Street$*$ New York$*$ NY 10012,New York City,10012,40.721675,-73.99558889,2124,4.9,16771079,0
b3,Buddakan,75 9th Avenue$*$ New York$*$ NY 10011,New York City,10011,40.742232,-74.0055112,1519,4.9,16761344,0
b4,Shake Shack,691 8th Avenue$*$ New York$*$ NY 10036,New York City,10036,40.75873611,-73.98901389,941,4.9,16785398,0
b5,Shake Shack,366 Columbus Avenue W 77th Street$*$ New York$*$ NY 10024,New York City,10024,40.78072222,-73.97649444,1545,4.9,16783153,0
b6,Levain Bakery,167 W 74th Street$*$ New York$*$ NY 10023,New York City,10023,40.779512,-73.979726,498,4.9,16770824,0
b7,Ippudo,65 4th Avenue$*$ New York$*$ NY 10003,New York City,10003,40.73073611,-73.99068333,1362,4.8,16781875,0
b8,Shake Shack,Madison Square Park$*$ 23rd & Madison$*$ New York$*$ NY 10010,New York City,10010,40.7408681,-73.9879841,3386,4.8,16777384,0
b9,Pommes Frites,128 Macdougal Street$*$ New York$*$ NY 10012,New York City,10012,40.730031,-74.000162,1189,4.8,16775526,0
b10,Five Napkin Burger,630 9th Avenue$*$ New York$*$ NY 10036,New York City,10036,40.76026667,-73.99121111,1064,4.8,16782050,0
b11,S'Mac,345 E 12th Street$*$ New York$*$ NY 10003,New York City,10003,40.73036944,-73.98403889,1115,4.8,16776778,0
b12,The Door,16307 Baisley Boulevard$*$ Jamaica$*$ Queens$*$ NY 11434,New York City,11434,40.67991389,-73.77745833,667,4.8,16783140,0
b13,Momofuku Noodle Bar,171 1st Avenue$*$ New York$*$ NY 10003,New York City,10003,40.72914167,-73.98423889,1614,4.7,16781904,0
b14,Burger Joint,Le Parker Meridien Hotel$*$ 119 W 56th Street$*$ New York$*$ NY 10019,New York City,10019,40.7641849,-73.9784051,1444,4.7,16761402,0
b15,Doughnut Plant,379 Grand Street$*$ New York$*$ NY 10002,New York City,10002,40.71645,-73.98851111,805,4.7,16764602,0
b16,Eleven Madison Park,11 Madison Avenue$*$ New York$*$ NY 10010,New York City,10010,40.7415086,-73.9866285,722,4.7,16765367,0
b17,Caf Habana,17 Prince Street$*$ New York$*$ NY 10012,New York City,10012,40.722933,-73.994193,797,4.7,16761927,0
b18,Caf Mogador,101 Saint Marks Place$*$ New York$*$ NY 10009,New York City,10009,40.72724167,-73.98456667,701,4.7,16761939,0
b19,Roberta's,261 Moore Street$*$ Brooklyn$*$ NY 11206,New York City,11206,40.704893,-73.934352,511,4.7,16781877,0
b20,L & B Spumoni Gardens,2725 86th Street$*$ Brooklyn$*$ NY 11223,New York City,11223,40.594492,-73.981231,824,4.7,16770070,0
b21,Taverna Kyclades,33-07 Ditmars Boulevard$*$ Astoria$*$ NY 11105,New York City,11105,40.77516944,-73.90925556,656,4.7,16779383,0
b22,Il Bambino,34-08 31st Avenue$*$ Queens$*$ NY 11106,New York City,11106,40.76299167,-73.92070833,554,4.7,16781519,0
b23,Peaches,393 Lewis Avenue$*$ Brooklyn$*$ NY 11233,New York City,11233,40.68175,-73.93483056,485,4.7,16782045,0
b24,Junior's,1515 Broadway$*$ New York$*$ NY 10036,New York City,10036,40.75824722,-73.98644167,761,4.6,16769241,0
b25,The Spotted Pig,314 W 11th Street$*$ New York$*$ NY 10014,New York City,10014,40.73569167,-74.00672222,2158,4.6,16777961,0
b26,The Halal Guys,6th Avenue & W 53rd Street$*$ New York$*$ NY 10019,New York City,10019,40.7617884,-73.9790839,564,4.6,16783998,0
b27,Max Brenner,841 Broadway$*$ New York$*$ NY 10003,New York City,10003,40.73441389,-73.99143333,1062,4.6,16771928,0
b28,Peter Luger Steak House,178 Broadway$*$ Brooklyn$*$ NY 11211,New York City,11211,40.70987778,-73.96234167,2115,4.6,16775039,0
b29,Carmine's,200 W 44th Street$*$ New York$*$ NY 10036,New York City,10036,40.757498,-73.986654,2004,4.6,16762160,0
b30,Le Bernardin,155 W 51st Street$*$ New York$*$ NY 10019,New York City,10019,40.76080278,-73.98191944,1064,4.6,16770626,0
b31,Amy Ruth's,113 W 116th Street$*$ New York$*$ NY 10026,New York City,10026,40.80217778,-73.95048611,665,4.6,16759343,0
b32,Caracas Arepa Bar,93 East 7th Street$*$ New York$*$ NY 10009,New York City,10009,40.726875,-73.98541389,845,4.6,16762096,0
b33,Egg,109 N 3rd Street$*$ Brooklyn$*$ NY 11249,New York City,11249,40.71667222,-73.96177778,600,4.6,16765065,0
b34,Russ & Daughters,179 E Houston Street$*$ New York$*$ NY 10002,New York City,10002,40.72273611,-73.98823611,268,4.6,16776730,0
b35,Denino's Pizzeria & Tavern,524 Port Richmond Avenue$*$ NY 10302,New York City,10302,40.63001667,-74.14006667,755,4.6,16764249,0
b36,Pisticci,125 La Salle Street$*$ New York$*$ NY 10027,New York City,10027,40.814026,-73.959946,343,4.6,16781491,0
b37,Nick's Pizza,10826 Ascan Avenue$*$ NY 11375,New York City,11375,40.717754,-73.840758,425,4.6,16773736,0
b38,Choice Market,318 Lafayette Avenue$*$ Brooklyn$*$ NY 11238,New York City,11238,40.68845833,-73.96286111,306,4.6,16763001,0
b39,Roll-n-Roaster,2901 Emmons Avenue$*$ Brooklyn$*$ NY 11235,New York City,11235,40.584025,-73.93943889,311,4.6,16776516,0
b40,Bakhter Halal Kabab,6816 Fresh Meadow Lane$*$ Fresh Meadows$*$ NY 11365,New York City,11365,40.733269,-73.794733,346,4.6,16760082,0
b41,Panino Rustico,8222 17th Avenue$*$ Brooklyn$*$ NY 11214,New York City,11214,40.610489,-74.003133,167,4.6,16786917,0
b42,Grimaldi's Pizzeria,1 Front Street$*$ Brooklyn$*$ NY 11201,New York City,11201,40.70251389,-73.99327222,1619,4.5,16767332,0
b43,Balthazar,80 Spring Street$*$ New York$*$ NY 10012,New York City,10012,40.72280833,-73.99822222,4051,4.5,16760100,0
b44,John's Pizza of Times Square,260 W 44th Street$*$ New York$*$ NY 10036,New York City,10036,40.75841111,-73.98826667,1410,4.5,16769089,0
b45,ABC Kitchen,35 E 18th Street$*$ New York$*$ NY 10003,New York City,10003,40.73764444,-73.98972222,448,4.5,16784987,0
b46,Dinosaur Bar-B-Que,700 W 125th Street$*$ New York$*$ NY 10027,New York City,10027,40.81829722,-73.96070833,1273,4.5,16764344,0
b47,Dominique Ansel Bakery,189 Spring Street$*$ New York$*$ NY 10012,New York City,10012,40.72508611,-74.00311389,356,4.5,16787297,0
b48,Becco,355 W 46th Street$*$ Theater District$*$ NY 10036,New York City,10036,40.76066,-73.98943,1246,4.5,16760367,0
b49,Sea Restaurant,114 N 6th Street$*$ Brooklyn$*$ NY 11249,New York City,11249,40.71820556,-73.95983889,1918,4.5,16777242,0
b50,Rice To Riches,37 Spring Street$*$ New York$*$ NY 10012,New York City,10012,40.72185556,-73.99580278,565,4.5,16776318,0
b51,The Meatball Shop,84 Stanton Street$*$ New York$*$ NY 10002,New York City,10002,40.72161389,-73.98880833,588,4.5,16784825,0
b52,Nathan's Famous,Luna Park$*$ 1310 Surf Avenue$*$ Brooklyn$*$ NY 11224,New York City,11224,40.57545,-73.98168056,391,4.5,16773187,0
b53,Fette Sau,354 Metropolitan Avenue$*$ Brooklyn$*$ NY 11211,New York City,11211,40.714168,-73.956657,481,4.5,16781746,0
b54,Crif Dogs,113 St Marks Place$*$ New York$*$ NY 10009,New York City,10009,40.72696389,-73.98398611,439,4.5,16763658,0
b55,Mamoun's Falafel,119 MacDougal Street$*$ New York$*$ NY 10012,New York City,10012,40.73034167,-74.00054167,552,4.5,16771589,0
b56,Sripraphai,6413 39th Avenue$*$ Queens$*$ NY 11377,New York City,11377,40.746375,-73.89927778,612,4.5,16777982,0
b57,Adrienne's Pizza Bar,54 Stone Street$*$ New York$*$ NY 10004,New York City,10004,40.704525,-74.01036111,534,4.5,16758999,0
b58,Al Di L Trattoria,248 5th Avenue$*$ Brooklyn$*$ NY 11215,New York City,11215,40.67522778,-73.9812,747,4.5,16759084,0
b59,Joya,215 Court Street$*$ Brooklyn$*$ NY 11201,New York City,11201,40.68670278,-73.99390278,522,4.5,16769165,0
b60,Absolute Bagels,2788 Broadway$*$ New York$*$ NY 10025,New York City,10025,40.80259722,-73.96755278,282,4.5,16758954,0
b61,Bareburger,3321 31st Avenue$*$ Astoria$*$ NY 11106,New York City,11106,40.76326667,-73.92121111,413,4.5,16783638,0
b62,Song,295 5th Avenue$*$ Brooklyn$*$ NY 11215,New York City,11215,40.67356389,-73.98262778,813,4.5,16777824,0
b63,Sanford's Restaurant,30-13 Broadway$*$ Queens$*$ NY 11106,New York City,11106,40.76219444,-73.92575833,420,4.5,16777081,0
b64,Joy Burger Bar,1567 Lexington Avenue$*$ New York$*$ NY 10029,New York City,10029,40.788475,-73.94911111,523,4.6,16781896,0
b65,Chavela's,736 Franklin Avenue$*$ Brooklyn$*$ NY 11238,New York City,11238,40.67339722,-73.95707778,380,4.5,16781992,0
b66,Pio Pio 2,8402 Northern Boulevard$*$ NY 11372,New York City,11372,40.75558056,-73.88320833,387,4.5,16775216,0
b67,Fisheye Bar & Grill,5913 Foster Avenue$*$ Brooklyn$*$ NY 11234,New York City,11234,40.639863,-73.920339,432,4.5,16782745,0
b68,Malecn Restaurant,4141 Broadway$*$ NY 10033,New York City,10033,40.84634722,-73.9385,373,4.5,16765194,0
b69,Vesta Trattoria & Winebar,21-02 30th Avenue$*$ Queens$*$ NY 11102,New York City,11102,40.76993889,-73.92765,318,4.5,16782605,0
b70,Bel Aire,31-91 21st Street$*$ Astoria$*$ NY 11106,New York City,11106,40.76526944,-73.93145,479,4.5,16760397,0
b71,Forlini's Restaurant,93 Baxter Street$*$ New York$*$ NY 10013,New York City,10013,40.71696944,-73.99968056,307,4.5,16766160,0
b72,Veranda Restaurant & Caf,20801 Northern Blvd$*$ Bayside$*$ NY 11361,New York City,11361,40.758952,-73.77539,248,4.5,16784767,0
b73,Press 195,40-11 Bell Boulevard$*$ Queens$*$ NY 11361,New York City,11361,40.76388889,-73.77105833,276,4.5,16775667,0
b74,Taco King,64-05 108th Street$*$ Queens$*$ NY 11375,New York City,11375,40.73284167,-73.849425,327,4.5,16779118,0
b75,Liberato Restaurant,1 West 183rd Street$*$ Bronx$*$ NY 10453,New York City,10453,40.858575,-73.90406667,369,4.5,16782844,0
b76,Gramercy Tavern,42 E 20th Street$*$ NY 10003,New York City,10003,40.73871667,-73.98838889,1779,4.4,16767139,0
b77,Per Se,Time Warner Center$*$ 10 Columbus Circle$*$ 4th Floor$*$ New York$*$ NY 10019,New York City,10019,40.7684141,-73.9827037,712,4.4,16774980,0
b78,Veselka,144 2nd Avenue$*$ New York$*$ NY 10003,New York City,10003,40.72921667,-73.98722778,1268,4.4,16780467,0
b79,Joe's Shanghai,9 Pell Street$*$ New York$*$ NY 10013,New York City,10013,40.71474722,-73.99767222,961,4.4,16769041,0
b80,Les Halles Park Avenue,411 Park Avenue South$*$ New York$*$ NY 10016,New York City,10016,40.74361111,-73.98425278,778,4.4,16770808,0
b81,Momofuku Ssm Bar,207 2nd Avenue$*$ New York$*$ NY 10003,New York City,10003,40.73166667,-73.98565556,837,4.4,16772774,0
b82,Blue Smoke,116 E 27th Street$*$ New York$*$ NY 10016,New York City,10016,40.742241,-73.983808,981,4.4,16760901,0
b83,Gray's Papaya,2090 Broadway$*$ New York$*$ NY 10023,New York City,10023,40.77858056,-73.98162778,890,4.4,16767193,0
b84,Momofuku Milk Bar,251 East 13th Street$*$ New York$*$ NY 10003,New York City,10003,40.73188056,-73.98588611,609,4.4,16782628,0
b85,Del Frisco's Double Eagle Steakhouse,1221 6th Avenue$*$ NY 10020,New York City,10020,40.73486667,-73.95844167,652,4.4,16764129,0
b86,Ferrara Bakery & Cafe,195 Grand Street$*$ New York$*$ NY 10013,New York City,10013,40.71928333,-73.99704722,441,4.4,16765896,0
b87,Corner Bistro,331 W 4th Street$*$ New York$*$ NY 10014,New York City,10014,40.73800556,-74.0038,788,4.4,16763499,0
b88,John's of Bleecker Street,278 Bleecker Street$*$ New York$*$ NY 10014,New York City,10014,40.73175,-74.00325833,622,4.4,16769090,0
b89,Locanda Verde,377 Greenwich Street$*$ New York$*$ NY 10013,New York City,10013,40.719768,-74.010058,582,4.4,16783477,0
b90,Ess-a-Bagel,831 3rd Avenue$*$ New York$*$ NY 10022,New York City,10022,40.75640556,-73.97061111,551,4.4,16765566,0
b91,Victor's Caf,236 W 52nd Street$*$ New York$*$ NY 10019,New York City,10019,40.7644,-73.98309444,591,4.4,16780502,0
b92,Penelope,159 Lexington Avenue$*$ New York$*$ NY 10016,New York City,10016,40.74379722,-73.98164444,594,4.4,16774946,0
b93,The Little Owl,90 Bedford Street$*$ New York$*$ NY 10014,New York City,10014,40.73247778,-74.00530278,513,4.4,16771013,0
b94,Billy's Bakery,184 9th Avenue$*$ New York$*$ NY 10011,New York City,10011,40.74548611,-74.00206667,389,4.3,16760663,0
b95,Artichoke Basille's Pizza,328 East 14th Street$*$ New York$*$ NY 10003,New York City,10003,40.73171667,-73.98383333,442,4.4,16781900,0
b96,Chinatown Ice Cream Factory,65 Bayard Street$*$ New York$*$ NY 10013,New York City,10013,40.71558056,-73.99806111,346,4.4,16762904,0
b97,Luke's Lobster,93 E 7th Street$*$ New York$*$ NY 10009,New York City,10009,40.72683333,-73.98535278,372,4.4,16784183,0
b98,McSorley's Old Ale House,15 E 7th Street$*$ New York$*$ NY 10003,New York City,10003,40.728625,-73.98993611,325,4.4,16772221,0
b99,ilili Restaurant,236 5th Avenue$*$ New York$*$ NY 10001,New York City,10001,40.74415556,-73.98756389,303,4.4,16781744,0
b100,Bogot Latin Bistro,141 5th Avenue$*$ Brooklyn$*$ NY 11217,New York City,11217,40.67821389,-73.97923333,527,4.4,16760951,0
b101,Miku Restaurant,200 Granville Street$*$ Vancouver$*$ BC V6C 1S4,Vancouver,V6C 1S4,49.2863654,-123.1123594,2037,4.9,16619359,0
b102,Kishimoto Japanese Kitchen & Sushi Bar,2054 Commercial Drive$*$ Vancouver$*$ BC V5N 4A9,Vancouver,V5N 4A9,49.266702,-123.069492,1493,4.9,16625649,0
b103,Thomas Haas,2539 West Broadway$*$ Vancouver$*$ BC V6K 2E9,Vancouver,V6K 2E9,49.264127,-123.163176,1350,4.9,16621168,0
b104,Chez Meme Baguette Bistro,4016 Hastings Street$*$ Burnaby$*$ BC V5C 2J1,Burnaby,V5C 2J1,49.2809387,-123.0156758,996,4.9,16622734,0
b105,Kingyo Izakaya,871 Denman Street$*$ Vancouver$*$ BC V6G 2LN,Vancouver,V6G 2LN,49.290502,-123.136997,1687,4.8,16617755,0
b106,Meat & Bread,370 Cambie Street$*$ Vancouver$*$ BC V6B 1H7,Vancouver,V6B 1H7,49.282812,-123.109203,2868,4.8,16624909,0
b107,La Taqueria,322 W Hastings Street$*$ Vancouver$*$ BC V6B 1K6,Vancouver,V6B 1K6,49.28286,-123.110368,1750,4.8,16621045,0
b108,Phnom Penh,244 E Georgia Street$*$ Vancouver$*$ BC V6A 1Z7,Vancouver,V6A 1Z7,49.278382,-123.098462,4018,4.7,16618137,0
b109,Fable Kitchen,1944 W 4th Avenue$*$ Vancouver$*$ BC V6J 1M5,Vancouver,V6J 1M5,49.2680053,-123.1490366,1343,4.7,16626364,0
b110,Nero Belgian Waffle Bar,1703 Robson Street$*$ Vancouver$*$ BC V6G1C8,Vancouver,V6G1C8,49.2905741,-123.1340073,1650,4.7,16626360,0
b111,Suika,1626 W Broadway$*$ Vancouver$*$ BC V6J 1X6,Vancouver,V6J 1X6,49.263515,-123.141804,2145,4.7,16624739,0
b112,Hitoe Sushi,3347 W 4th Avenue$*$ Vancouver$*$ BC V6K 1R8,Vancouver,V6K 1R8,49.268634,-123.178548,1053,4.7,16620690,0
b113,Glenburn Soda Fountain & Confectionery,4090 Hastings Street$*$ Burnaby$*$ BC V5C 2H9,Burnaby,V5C 2H9,49.28106868,-123.0146124,426,4.7,16626792,0
b114,Minami Restaurant,1118 Mainland Street$*$ Vancouver$*$ BC V6B 2T9,Vancouver,V6B 2T9,49.2752799,-123.1209494,1228,4.6,16626187,0
b115,Toshi Sushi,Cartier Place$*$ 181 E 16th Avenue$*$ Vancouver$*$ BC V5T 3B4,Vancouver,V5T 3B4,49.256755,-123.101646,1407,4.6,16618589,0
b116,Chambar,568 Beatty Street$*$ Vancouver$*$ BC V6B 2L3,Vancouver,V6B 2L3,49.2801585,-123.1099209,2382,4.6,16617115,0
b117,Guu Original,838 Thurlow Street$*$ Vancouver$*$ BC V6E 1W2,Vancouver,V6E 1W2,49.284016,-123.125365,1591,4.6,16617531,0
b118,Earnest Ice Cream,3992 Fraser Street$*$ Vancouver$*$ BC V5V4E4,Vancouver,V5V4E4,49.2493545,-123.0899152,1072,4.6,16626442,0
b119,Hokkaido Ramen Santouka,1690 Robson Street$*$ Vancouver$*$ BC V6G 1C7,Vancouver,V6G 1C7,49.290219,-123.133782,2585,4.6,16623075,0
b120,L.A. Chicken,160-11780 Thorpe Road$*$ Richmond$*$ BC V6X 1J5,Richmond,V6X 1J5,49.183143,-123.093157,650,4.6,16619590,0
b121,Cafe Salade de Fruits,Inside French Cultural Centre$*$ 1551 W 7th Avenue$*$ Vancouver$*$ BC V6H 4H7,Vancouver,V6H 4H7,49.265616,-123.139712,892,4.6,16618305,0
b122,Alibi Room,157 Alexander Street$*$ Vancouver$*$ BC V6A 1B8,Vancouver,V6A 1B8,49.284226,-123.100694,949,4.6,16616824,0
b123,Tandoori Kona Restaurant,170-11700 Cambie Road$*$ Richmond$*$ BC V6V 1G5,Richmond,V6V 1G5,49.18443,-123.094252,976,4.6,16618523,0
b124,Cockney Kings Fish & Chips,Columbia Square Plaza$*$ 130-66 10th Street$*$ Metro Vancouver$*$ BC V3M 1A6,Metro Vancouver,V3M 1A6,49.200856,-122.915918,782,4.6,16617178,0
b125,Bella Gelateria,1001 West Cordova Street$*$ Vancouver$*$ BC V6C 3L5,Vancouver,V6C 3L5,49.287753,-123.116274,1893,4.5,16624225,0
b126,The Oakwood Canadian Bistro,2741 W 4th Avenue$*$ Vancouver$*$ BC V6K1P9,Vancouver,V6K1P9,49.268466,-123.167129,1453,4.5,16625660,0
b127,Cafe Medina,780 Richards Street$*$ Vancouver$*$ BC V6B 3A6,Vancouver,V6B 3A6,49.280155,-123.117785,2871,4.5,16618773,0
b128,Au Petit Cafe,4851 Main Street$*$ Vancouver$*$ BC V5V3R9,Vancouver,V5V3R9,49.2411895,-123.1014417,934,4.5,16616883,0
b129,Ajisai Sushi Bar,2081 West 42nd Avenue$*$ Vancouver$*$ BC V6M2B4,Vancouver,V6M2B4,49.233697,-123.1542,1189,4.5,16616812,0
b130,BETA5 Chocolates,413 Industrial Avenue$*$ Vancouver$*$ BC V6A2P3,Vancouver,V6A2P3,49.2694702,-123.0955155,524,4.5,16626300,0
b131,La Taqueria,2549 Cambie Street$*$ Vancouver$*$ BC,Vancouver,0,49.26274,-123.11512,889,4.5,16625712,0
b132,Rodney's Oyster House,1228 Hamilton Street$*$ Vancouver V6B 6L2,Vancouver,V6B 6L2,49.27460145,-123.1234638,2099,4.5,16618270,0
b133,Dragon Ball Tea House,1007 W King Edward Avenue$*$ Vancouver$*$ BC V6H1Z3,Vancouver,V6H1Z3,49.249437,-123.127706,685,4.5,16617299,0
b134,Jimoco Cafe & Pasta,1046 Austin Avenue$*$ Coquitlam$*$ BC V3K 3P3,Coquitlam,V3K 3P3,49.248784,-122.864367,820,4.5,16622067,0
b135,CHAU VeggiExpress,5052 Victoria Drive$*$ Vancouver$*$ BC V5P3T8,Vancouver,V5P3T8,49.2385391,-123.0652064,543,4.5,16625562,0
b136,Shizen Ya,985 Hornby Street$*$ Vancouver$*$ BC V6Z2E1,Vancouver,V6Z2E1,49.280844,-123.12475,676,4.5,16623464,0
b137,Steveston Pizza Co.,3400 Moncton Street$*$ Richmond$*$ BC V7E 3A3,Richmond,V7E 3A3,49.125127,-123.185605,652,4.5,16618455,0
b138,Pho Tam,Andes Plaza$*$ 10-10302 City Parkway$*$ Surrey$*$ Surrey$*$ BC V3T 4Y8,Surrey,V3T 4Y8,49.1894924,-122.8476785,530,4.5,16621049,0
b139,Mom's Grilled Cheese Truck,884 West Cordova Street$*$ Vancouver$*$ BC V6C3G1,Vancouver,V6C3G1,49.287274,-123.115064,464,4.5,16625491,0
b140,La Grotta Del Formaggio,1791 Commercial Drive$*$ Vancouver$*$ BC V5N4A4,Vancouver,V5N4A4,49.26886,-123.069876,577,4.5,16617801,0
b141,Yolk's Breakfast Trailer,Location Varies$*$ Vancouver$*$ BC V6B,Vancouver,V6B,0,0,401,4.5,16626594,0
b142,Maguro Sushi,Trenant Park Square$*$ 5241 Ladner Trunk Road$*$ Metro Vancouver$*$ BC V4K1W4,Metro Vancouver,V4K1W4,49.090321,-123.077413,666,4.5,16619038,0
b143,Dunbar Pizza & Grill,3348 Dunbar Street$*$ Vancouver$*$ BC V6S1C5,Vancouver,V6S1C5,49.256901,-123.185027,497,4.5,16617308,0
b144,Blue Water Cafe,1095 Hamilton Street$*$ Vancouver$*$ BC V6B 5T4,Vancouver,V6B 5T4,49.2761102,-123.121171,1606,4.4,16616969,0
b145,Hi Genki,6680 Southoaks Crescent$*$ Burnaby$*$ BC V5E 4N3,Burnaby,V5E 4N3,49.217718,-122.9649,777,4.4,16617578,0
b146,Gyu-Kaku Japanese BBQ,888 Nelson Street$*$ Vancouver$*$ BC V6Z2R9,Vancouver,V6Z2R9,49.2804933,-123.1249441,856,4.4,16625247,0
b147,Burgoo,3096 Main Street$*$ Vancouver$*$ BC V5T 3G5,Vancouver,V5T 3G5,49.257653,-123.100983,1558,4.4,16618814,0
b148,Twisted Fork Bistro,1147 Granville Street$*$ Vancouver$*$ BC V6B 2G6,Vancouver,V6B 2G6,49.277818,-123.125507,1769,4.4,16619055,0
b149,Nuba,207 West Hastings Street$*$ Vancouver$*$ BC V6B 2N4,Vancouver,V6B 2N4,49.282594,-123.109588,1549,4.4,16618033,0
b150,Acme Cafe,51 W Hastings Street$*$ Vancouver$*$ BC V6B1G4,Vancouver,V6B1G4,49.281858,-123.105645,1173,4.4,16622847,0
b151,Flying Beaver Bar & Grill,4760 Inglis Drive$*$ Richmond$*$ BC V7B1L7,Richmond,V7B1L7,49.177418,-123.167923,823,4.4,16617404,0
b152,Tuc Craft Kitchen,60 West Cordova Street$*$ Vancouver$*$ BC V6B1C9,Vancouver,V6B1C9,49.2827777,-123.1064722,715,4.4,16627083,0
b153,Guu With Garlic,1698 Robson Street$*$ Vancouver$*$ BC V6G 1C7,Vancouver,V6G 1C7,49.290248,-123.133784,1245,4.4,16617532,0
b154,Cafe de l'Orangerie,1320 W 73rd Avenue$*$ Vancouver$*$ BC V6P 4R3,Vancouver,V6P 4R3,49.2042129,-123.135365,692,4.4,16624600,0
b155,Sawasdee Thai Restaurant,4250 Main Street$*$ Vancouver$*$ BC V5V 3R1,Vancouver,V5V 3R1,49.246976,-123.100927,764,4.4,16618337,0
b156,The Templeton,1087 Granville Street$*$ Vancouver$*$ BC V6Z 1L2,Vancouver,V6Z 1L2,49.278554,-123.124428,635,4.4,16618539,0
b157,Bao Chau,2717 East Hastings Street$*$ Vancouver$*$ BC V5K 1Z8,Vancouver,V5K 1Z8,49.281336,-123.048643,668,4.4,16616908,0
b158,Yamato Sushi,616 Davie Street$*$ Vancouver$*$ BC V6B 3N3,Vancouver,V6B 3N3,49.276589,-123.125547,893,4.4,16618717,0
b159,Bistro 101,Pacific Institute of Culinary Arts$*$ 1505 West 2nd Avenue$*$ Vancouver$*$ BC V6J 1H2,Vancouver,V6J 1H2,49.269492,-123.138201,320,4.4,16618094,0
b160,Smokehouse Sandwich Company,108-5188 Westminster Highway$*$ Richmond$*$ BC V7C5S7,Richmond,V7C5S7,49.1699875,-123.1672294,368,4.4,16627652,0
b161,Fraser Park Restaurant,4663 Byrne Road$*$ Burnaby$*$ BC V5J 3H6,Burnaby,V5J 3H6,49.193672,-122.997269,451,4.4,16621285,0
b162,Trilussa Pizza & Pane,4363 Main Street$*$ Vancouver$*$ BC V5V3R1,Vancouver,V5V3R1,49.246482,-123.101367,438,4.4,16625615,0
b163,Mosaic Grille & Bar - Hyatt Regency,Hyatt Regency$*$ 655 Burrard Street$*$ Vancouver$*$ BC V6C0A4,Vancouver,V6C0A4,49.284989,-123.120416,298,4.4,16617964,0
b164,Tokyo Thyme,5405 W Boulevard$*$ Vancouver$*$ BC V6M,Vancouver,V6M,49.237292,-123.155621,422,4.4,16624324,0
b165,Viet Sub Vietnamese Cuisine,520 Robson Street$*$ Vancouver$*$ BC V6B2B7,Vancouver,V6B2B7,49.28018,-123.118253,622,4.4,16620925,0
b166,Lee's Donuts,The Public Market$*$ 122-1689 Johnston Street$*$ Vancouver$*$ BC V6H3R9,Vancouver,V6H3R9,49.272611,-123.135633,369,4.4,16619365,0
b167,Ba Le Deli & Bakery,701 Kingsway$*$ Vancouver$*$ BC V5T 2R7,Vancouver,V5T 2R7,49.256723,-123.089087,397,4.4,16619509,0
b168,Cake-ya,2415 Clarke Street$*$ Metro Vancouver$*$ BC V3H1Y9,Metro Vancouver,V3H1Y9,49.2777955,-122.8580293,281,4.4,16622899,0
b169,The Sweet Spot Bakery,110-12000 First Avenue$*$ Richmond$*$ BC V7E3L9,Richmond,V7E3L9,49.126288,-123.182583,347,4.4,16625063,0
b170,Harvest Deli,2963 W Broadway$*$ Vancouver$*$ BC V6K2G9,Vancouver,V6K2G9,49.26421,-123.1713,353,4.4,16625559,0
b171,Plaisir Sucre,2668 Arbutus Street$*$ Vancouver$*$ BC V6J5L8,Vancouver,V6J5L8,49.2623,-123.152792,282,4.4,16622765,0
b172,Supreme Pizza,6539 Victoria Drive$*$ Vancouver$*$ BC V5P3X9,Vancouver,V5P3X9,49.224855,-123.065943,336,4.4,16621699,0
b173,Aaron's Restaurant,17665-57$*$ Avenue$*$ Surrey$*$ BC V3S 1H1,Surrey,V3S 1H1,49.1059795,-122.7332857,302,4.4,16619306,0
b174,Long's Noodle House,4853 Main Street$*$ Vancouver$*$ BC V5V,Vancouver,V5V,49.241284,-123.10158,753,4.3,16617863,0
b175,L'Abattoir,217 Carrall Street$*$ Vancouver$*$ BC V6B2J2,Vancouver,V6B2J2,49.2831063,-123.1042758,1171,4.3,16624449,0
b176,Joe Fortes Seafood & Chop House,777 Thurlow Street$*$ Vancouver$*$ BC V6E 3V5,Vancouver,V6E 3V5,49.2850465,-123.1244619,1698,4.3,16617679,0
b177,Sushi Nanaimo,350 Nanaimo Street$*$ Vancouver$*$ BC V5L,Vancouver,V5L,49.281633,-123.056424,1087,4.3,16625895,0
b178,Les Faux Bourgeois,663 E 15th Avenue$*$ Vancouver$*$ BC V5T 2R6,Vancouver,V5T 2R6,49.2572712,-123.0896247,2156,4.3,16618903,0
b179,Forty Ninth Parallel Cafe & Lucky's Doughnuts,2902 Main Street$*$ Vancouver$*$ BC V5T3G3,Vancouver,V5T3G3,49.2591539,-123.1007927,913,4.3,16626404,0
b180,The Red Wagon,2296 E Hastings Street$*$ Vancouver$*$ BC V5L 1V4,Vancouver,V5L 1V4,49.2810313,-123.0579505,1837,4.3,16624919,0
b181,Sal Y Limon,5 701 Kingsway$*$ Vancouver$*$ BC V5T 2R7,Vancouver,V5T 2R7,49.25679,-123.0892259,749,4.3,16626320,0
b182,West Restaurant + Bar,2881 Granville Street$*$ Vancouver$*$ BC 0V6H 3J4,Vancouver,0V6H 3J4,49.2600494,-123.1389135,644,4.3,16618667,0
